position,candidate_top1,oracle_top1,kl,relative_nll_delta,max_logit_error
3173,248046,248046,0.00002159,0.01408039,1.34020233
3174,248046,248046,0.00004794,0.04415976,0.80063057
3175,248046,248046,0.00898700,0.15824317,0.73967505
3176,248046,248046,0.06363994,0.37317104,0.92918777
3177,248046,248046,0.03210633,0.28995105,0.99653864
3178,248046,248046,0.04681077,0.32828831,1.20538998
3179,248046,248046,0.00091944,0.13901505,1.07498550
3180,248046,248046,0.04310304,0.34642422,1.38067055
3181,2080,2080,0.06594314,0.46728246,1.17721939
3182,842,842,0.00098839,0.10511574,1.03569293
3183,62,248046,0.02082726,0.25559556,0.81096077
3184,248046,248046,0.00913993,0.21986178,0.96836853
3185,248046,248046,0.04231503,0.31034581,0.96996689
3186,248046,248046,0.05453203,0.35889814,1.82850790
3187,248046,248046,0.03185123,0.28163036,0.85141754
3188,248046,248046,0.07399092,0.39480242,1.19954109
3189,248046,248046,0.06143645,0.37575090,0.75012589
3190,15,248046,0.11725389,0.48608704,0.94345093
3191,248046,248046,0.03401109,0.33473612,1.18641984
3192,248046,248046,0.03390695,0.35876816,1.48726654
3193,9191,248046,0.19229499,0.63108495,1.39201736
3194,4619,4619,0.10556281,0.60112461,1.27192879
3195,248046,248046,0.09186882,0.43020895,1.25124931
3196,248046,248046,0.03668324,0.31203274,1.12789154
3197,248046,248046,0.04120783,0.31228648,1.04678917
3198,248046,248046,0.03738755,0.32190330,0.93940330
3199,248046,248046,0.03931965,0.31831254,0.93341827
3200,248046,248046,0.01974557,0.32692494,1.57807922
3201,31456,31456,0.05785705,0.49791063,0.78585052
3202,2902,248046,0.16021412,0.56517252,1.53537178
3203,248046,248046,0.10161405,0.45039660,1.06645203
3204,15,15,0.00995506,0.19300737,1.01689935
3205,16,248046,0.10703212,0.47059143,1.20323610
3206,248046,248046,0.00824532,0.21635183,1.03831482
3207,248046,248046,0.00027200,0.05192950,0.84313726
3208,6171,248046,0.17951145,0.61077442,1.43309021
3209,50319,248046,0.13066234,0.53195498,1.06579399
3210,248046,248046,0.03001546,0.27541109,0.81970364
3211,16,248046,1.69043649,0.04548829,6.32068777
3212,248046,248046,0.00067528,0.03777596,2.21575403
3213,248046,248046,0.00227067,0.13112741,1.75481081
3214,248046,248046,0.01582278,0.20206336,1.41020298
3215,248046,248046,0.04880655,0.34230195,1.93234158
3216,248046,248046,0.00039316,0.05611677,5.24211454
3217,248046,248046,0.00116822,0.00224866,1.97366309
3218,2029,248046,0.06941717,0.39783888,1.13622999
3219,248046,248046,0.01629345,0.22547904,1.24549770
3220,2193,248046,0.00572026,0.13852316,1.21172523
3221,66770,66770,0.00409560,0.13769680,1.05643296
3222,2845,2845,0.10771705,4.10543988,2.42090034
3223,248046,248046,0.00475380,0.13014969,1.64486504
3224,248046,248046,0.00034215,0.06521183,1.88669538
3225,248046,248046,0.02811871,0.26124915,1.57153559
3226,11988,11988,0.04271476,0.38415545,1.30972326
3227,248046,248046,0.00093768,0.07625007,1.62770700
3228,248046,248046,0.08568470,0.42409166,1.52686501
3229,248046,248046,0.00393857,0.15472674,1.01084757
3230,424,424,0.00874196,0.18225138,1.29476833
3231,248046,248046,0.00107396,0.05594338,1.36283636
3232,248046,248046,0.03910611,0.31431039,1.51354837
3233,13643,13643,0.34837177,0.87111302,2.96488953
3234,248046,248046,0.03935173,0.30416870,0.91334569
3235,248046,248046,0.07053434,0.59358809,1.55492592
3236,248046,248046,0.08479479,0.62963373,1.30109262
3237,70157,70157,0.07766836,0.89664828,0.97202730
3238,248046,248046,0.08855547,0.64804785,1.00102997
3239,25,25,0.10553949,1.33474398,0.95344543
3240,248046,18516,0.16316144,1.27394860,0.91754413
3241,248046,248046,0.11908553,0.84350029,1.02559710
3242,2080,2080,0.07582436,2.41464297,1.17124045
3243,842,842,0.02388703,1.76183258,2.08691359
3244,14717,14717,0.24348294,2.98348640,1.33151627
3245,248046,248046,0.10615879,0.71259197,1.27323294
3246,248046,248046,0.02879824,0.37675853,1.37274611
3247,248046,248046,0.16264331,0.95609108,3.19890547
3248,248046,248046,0.07709310,0.60653506,1.32411313
3249,248046,67,0.58165127,3.13855849,2.16470718
3250,248046,248046,0.01376929,0.24189885,1.30349255
3251,248046,248046,0.03242846,0.42747351,1.18001080
3252,248046,248046,0.00302417,0.12966498,1.98563480
3253,248046,248046,0.02842305,0.34084383,1.00681448
3254,248046,248046,0.00763491,0.26066125,2.93588161
3255,248046,248046,0.02306820,0.39221180,1.20638084
3256,248046,248046,0.07055470,0.59506043,1.21752548
3257,248046,248046,0.09784472,0.75193158,1.14792931
3258,248046,2080,12.21788150,1978.46978739,12.41596794
3259,248046,248046,3.85685325,11.06260617,8.15719986
3260,248046,62,0.24299438,1.45417062,1.87933576
3261,248046,248046,0.02905413,0.39798728,1.74581730
3262,248046,16,0.62727269,2.96374725,2.62365055
3263,248046,248046,0.00649637,0.52056279,2.89962387
3264,248046,248046,0.01456358,0.22816681,1.09002090
3265,248046,248046,0.02199159,0.28994607,0.83668733
3266,29858,29858,0.01083802,0.28922363,0.91841108
3267,248046,62,0.14656000,1.22318638,0.99009860
3268,248046,248046,0.20955705,1.11448078,1.45094109
3269,248046,248046,0.05941736,0.56444461,1.42645264
3270,248046,248046,0.02129925,0.49257390,2.21999931
3271,248046,248046,0.06789648,0.64686672,1.35310745
3272,248046,248046,0.05323246,0.58714417,1.48589134
3273,248046,248046,0.00849252,0.28392026,1.27154160
3274,248046,248046,0.02362589,0.47408693,1.44438434
3275,248046,248046,0.00242114,0.36807165,2.02797699
3276,248046,248046,0.00008898,0.17728209,1.99448895
3277,248046,248046,0.00005866,0.07131862,2.06533122
3278,248046,248046,0.00139463,0.14450838,1.39176345
3279,248046,248046,0.01291417,0.17449271,7.95425987
3280,248046,248046,0.00103746,0.06076141,1.32829499
3281,248046,248046,0.00071060,0.00404703,1.45989227
3282,248046,248046,0.08401342,0.70590885,1.50861359
3283,248046,248046,0.00015092,0.12996139,1.71544886
3284,248046,248046,0.00532149,0.36391349,1.51565552
3285,248046,248046,0.00244994,0.68180808,6.41867113
3286,248046,62,0.09320859,0.93383600,1.49014330
3287,248046,248046,0.01747351,0.26535250,2.73086977
3288,248046,248046,0.01593191,0.41494362,1.54598045
3289,248046,248046,0.02945317,0.43216816,1.70459104
3290,248046,248046,0.12774132,0.81806726,1.43636513
3291,248046,248046,0.00033999,0.22760592,2.58313775
3292,248046,220,0.08686768,0.80893727,1.32826972
3293,248046,248046,0.00465349,0.13471537,4.24719143
3294,248046,248046,0.00583156,0.15849979,7.00806522
3295,248046,248046,0.00462061,0.24757530,1.60737991
3296,248046,248046,0.00061201,0.11009568,0.97496939
3297,248046,248046,0.06971095,0.73849078,2.36980700
3298,248046,248046,0.04556808,0.47751052,1.41277421
3299,248046,248046,0.25509437,1.25992596,1.67021775
3300,248046,248046,0.14261651,0.98155754,2.01543617
3301,248046,248046,0.00387555,0.15927574,1.29318714
3302,248046,248046,0.03384519,0.37066102,2.04153061
3303,248046,248046,0.00728309,0.22126965,1.58894050
3304,248046,248046,0.00001993,0.02889385,2.16367602
3305,248046,248046,0.00024145,0.06074273,2.61645126
3306,248046,248046,0.03906233,0.41787588,1.21306491
3307,248046,248046,0.00757703,0.19872986,3.93046474
3308,248046,248046,0.00131046,0.07073974,5.68847513
3309,248046,248046,0.01677826,0.35284848,1.84478927
3310,248046,248046,0.00398950,0.21351051,6.82577419
3311,248046,248046,0.01003661,0.32229119,2.53380680
3312,248046,248046,0.00191858,0.08719804,2.76667905
3313,248046,248046,0.02230791,0.37792149,1.15538096
3314,248046,248046,0.23822372,0.67607972,6.80218649
3315,248046,248046,0.05402597,0.58562308,2.13159180
3316,248046,248046,0.00505696,0.30398373,1.53849864
3317,248046,248046,0.00007801,0.10746359,1.86559248
3318,248046,248046,0.00213661,0.14130433,3.01484489
3319,248046,248046,1.59687663,5.74515854,8.89844704
3320,248046,248046,0.00003953,0.06934420,2.52316713
3321,4880,19820,4.07422617,39.77201722,6.71352005
3322,248046,248046,0.00007348,0.05057907,1.38526738
3323,248046,248046,0.01335103,0.30163369,1.68302155
3324,248046,248046,0.00009543,0.06047843,6.32182550
3325,248046,248046,0.00011921,0.21236095,3.93004227
3326,248046,248046,0.00000900,0.07596587,1.38871360
3327,248046,248046,0.00004554,0.03556672,1.12504506
3328,248046,248046,0.01626684,0.27666472,1.24084473
3329,248046,248046,0.00000995,0.07161322,2.92105007
3330,248046,248046,0.00022812,0.04626715,6.34954071
3331,248046,248046,0.00001844,0.01702152,3.04473233
3332,248046,248046,0.00014491,0.09331030,7.36886168
3333,248046,248046,0.00004808,0.01158586,1.97998118
3334,248046,248046,0.03153191,0.35352911,0.95060205
3335,248046,248046,0.00008336,0.08820048,1.32494760
3336,248046,248046,0.00027271,0.00586449,2.91061068
3337,248046,248046,0.00840062,0.15679785,5.80453777
3338,248046,248046,0.00001273,0.07291300,6.95539856
3339,248046,248046,0.01259636,0.25265776,1.28839111
3340,248046,248046,0.00076694,0.20054828,3.66366291
3341,248046,248046,0.00086704,0.17262046,1.37527990
3342,248046,248046,0.00003555,0.00283070,2.22104120
3343,248046,248046,0.01528439,0.24296881,1.02272940
3344,248046,248046,0.00006029,0.05479880,2.14156055
3345,248046,248046,0.05811196,0.51774244,1.42158270
3346,248046,248046,0.00031710,0.33250291,3.66602135
3347,248046,248046,0.00014784,0.03294926,1.59649324
3348,14717,14717,0.04781478,0.65734684,0.88794780
3349,248046,248046,0.00814087,0.14511954,1.95940852
3350,248046,248046,0.01180548,0.20580176,1.47929120
3351,248046,248046,0.01053835,0.19618513,1.52189469
3352,248046,248046,0.00002326,0.14316487,1.48222303
3353,248046,248046,0.00106207,0.08733991,1.66225171
3354,248046,248046,0.02231655,0.34191195,1.41024423
3355,248046,248046,0.00024960,0.20602689,1.29647636
3356,248046,248046,0.00006378,0.01812606,2.53840375
3357,248046,248046,0.02895781,0.34543482,1.21415234
3358,248046,248046,0.00001708,0.01942472,1.74654984
3359,248046,248046,0.00005650,0.11866617,2.02938080
3360,248046,248046,0.01683363,0.29199589,0.93728316
3361,248046,248046,0.00000507,0.12442958,4.19239426
3362,248046,248046,0.00000740,0.15848573,2.02253962
3363,248046,248046,0.00017128,0.05510422,1.61193693
3364,248046,248046,0.05172772,0.60786571,7.92898417
3365,248046,248046,0.00345993,0.37673166,3.31844997
3366,248046,248046,0.00015010,0.03427653,5.52057552
3367,248046,248046,0.00002779,0.07945964,2.73113608
3368,248046,248046,0.00038706,0.03247715,0.96392971
3369,248046,248046,0.00126869,0.06141504,0.84557784
3370,29858,248046,0.00017361,0.02184707,1.05958056
3371,248046,248046,0.04219054,0.41715417,1.60415745
3372,248046,248046,0.02823988,0.36803647,2.63214207
3373,248046,248046,0.00052692,0.09559484,3.19446969
3374,248046,248046,0.01661561,0.27490385,1.77471542
3375,248046,248046,0.00002946,0.00729737,1.26179957
3376,248046,248046,0.00890917,0.21222749,1.14558411
3377,248046,248046,0.00142277,0.12054410,1.56066656
3378,248046,248046,0.00023039,0.26995344,3.29701042
3379,248046,248046,0.00592711,0.36099256,1.59149361
3380,248046,248046,0.00002181,0.10923176,3.24689555
3381,248046,248046,0.00010504,0.04503937,6.26065922
3382,248046,248046,0.00019055,0.47919430,5.71082020
3383,248046,248046,0.00043039,0.31328399,6.41311264
3384,248046,248046,0.00014078,0.02550085,1.35679173
3385,248046,248046,0.00008568,0.10383497,3.69023585
3386,248046,248046,0.00887043,0.45508560,1.93822098
3387,248046,248046,0.00004647,0.08423279,5.15385866
3388,248046,248046,0.00000431,0.02535161,1.14901161
3389,248046,248046,0.04171455,0.70953149,4.55086708
3390,248046,248046,0.01635724,0.24653701,1.27395129
3391,248046,248046,0.00034180,0.13671004,1.84436226
3392,248046,248046,0.00013292,0.10862652,3.87104607
3393,248046,248046,0.01198706,0.31614584,1.48439121
3394,248046,248046,0.00084481,0.05506439,1.35245645
3395,248046,248046,0.00012585,0.05157951,3.33025455
3396,248046,248046,0.01403546,0.23454267,1.41427851
3397,15,15,0.03715412,0.35574290,1.65985537
3398,248046,248046,0.00046565,0.09624548,1.61250663
3399,248046,248046,0.00525482,0.22198604,1.36873674
3400,248046,248046,0.00011450,0.17523640,3.39735246
3401,248046,248046,0.00007610,0.14775808,2.80585194
3402,248046,248046,0.03210822,0.37652491,1.19868302
3403,248046,16,0.83994280,5.77916854,2.31442547
3404,248046,248046,0.00716678,0.18154309,1.62285209
3405,248046,248046,0.00302445,0.27447740,2.45722675
3406,248046,248046,0.00414797,0.50060549,4.35534096
3407,248046,248046,0.00225191,0.10763156,1.17166114
3408,248046,248046,0.00061788,0.48661638,9.76310921
3409,248046,248046,0.43624316,1.83102813,2.63018131
3410,248046,248046,0.03676513,0.38988091,1.38074684
3411,248046,248046,0.00066821,0.04967885,1.69966042
3412,248046,248046,0.00273995,0.15019099,2.31476140
3413,248046,248046,0.00071214,0.08419758,1.35071731
3414,248046,248046,0.00038303,0.15347022,4.91539097
3415,248046,248046,0.00002215,0.00906684,1.55874944
3416,248046,248046,0.00088393,0.27810321,9.88993835
3417,248046,248046,0.01194383,0.21855032,1.06854606
3418,248046,248046,0.00000769,0.01552044,0.71554232
3419,248046,248046,0.00009209,0.04609970,2.19403648
3420,248046,248046,0.00039024,0.14669488,1.23887467
3421,248046,248046,0.00077276,0.06698598,1.67789936
3422,248046,248046,0.00013684,0.02883490,7.48457289
3423,248046,248046,0.00010099,0.06832580,3.06620336
3424,248046,248046,0.00044919,0.08940038,2.53659010
3425,248046,248046,0.00012148,0.26322696,2.67613077
3426,248046,248046,0.00001356,0.00594919,1.16707206
3427,248046,248046,0.00001656,0.10497098,3.76462603
3428,248046,248046,0.00041694,0.10846501,1.28698707
3429,248046,248046,0.04159498,0.90775021,4.57343292
3430,248046,248046,0.00000135,0.04540033,1.50049853
3431,248046,248046,0.00023830,0.04890886,1.43148923
3432,248046,248046,0.00004893,0.14000048,1.75349569
3433,248046,248046,0.16202128,3.34555424,12.74057770
3434,248046,248046,0.00001732,0.00616365,4.70235348
3435,248046,248046,0.00012548,0.08025334,5.50094604
3436,248046,248046,0.00003860,0.02078218,1.83018208
3437,248046,248046,0.00051743,0.02618512,3.68288255
3438,248046,248046,0.00020025,0.26343991,2.76118088
3439,248046,248046,0.00009654,0.03154331,4.36527157
3440,248046,248046,0.34767520,0.50068053,3.50734162
3441,248046,248046,0.01498850,0.45385163,2.48489213
3442,248046,248046,0.00042126,0.08629556,0.97365189
3443,248046,248046,0.00000198,0.04677378,1.45011497
3444,248046,248046,0.00001495,0.01868786,1.53386784
3445,248046,248046,0.00005003,0.17688135,6.57899523
3446,248046,248046,0.00710230,0.16857573,1.18983984
3447,248046,248046,0.00001478,0.32054793,4.32901096
3448,248046,248046,0.03590714,0.60482784,5.50461340
3449,248046,248046,0.00001360,0.28248354,4.34211254
3450,248046,248046,0.00003976,0.12330178,3.18059993
3451,248046,248046,0.15943766,1.82490238,7.29166412
3452,248046,248046,0.00002407,0.05312217,3.50216842
3453,248046,248046,0.00624034,0.15782144,1.88455343
3454,248046,248046,0.00058854,0.14278120,2.20511436
3455,248046,248046,0.00012797,0.24671073,3.42265129
3456,248046,248046,0.00031784,0.12947400,1.20520663
3457,248046,248046,0.00002008,0.08280129,1.72858620
3458,248046,248046,0.00002410,0.00589097,2.03716469
3459,248046,248046,0.00020244,0.04485086,9.46279907
3460,248046,248046,0.00010224,0.09304293,2.19306064
3461,248046,248046,0.00929099,1.14305179,10.53668213
3462,248046,248046,0.00007850,0.01193899,2.22373271
3463,248046,248046,0.00047817,0.09151397,1.23166776
3464,248046,248046,0.00017649,0.48938409,8.14757156
3465,248046,248046,0.00000303,0.40361839,6.63927078
3466,248046,248046,0.00036050,0.11083864,11.35551071
3467,248046,248046,0.00593259,0.66990358,10.55993938
3468,248046,248046,0.00001931,0.26504023,3.16718006
3469,248046,248046,0.00000052,0.11062539,2.20949936
3470,248046,248046,0.00000694,0.07855983,1.84440875
3471,248046,248046,0.00000233,0.00985151,1.40752888
3472,248046,248046,0.00029605,0.43612568,3.78703403
3473,248046,248046,0.00447747,0.11485226,0.95173210
3474,248046,248046,0.01090995,0.58402258,7.99788046
3475,248046,248046,0.00032391,0.35500196,3.50972271
3476,248046,248046,0.00415076,0.32042094,4.24654722
3477,248046,248046,0.00002012,0.05690578,10.19546318
3478,248046,248046,0.00001405,0.06326241,2.17614317
3479,248046,248046,0.00103240,0.10363915,1.34200466
3480,248046,248046,0.00000216,0.00176955,7.75497103
3481,248046,248046,0.00004360,0.10942731,2.78807664
3482,248046,248046,0.00002252,0.17549691,1.58487892
3483,248046,248046,0.00000855,0.07312023,1.82227206
3484,248046,248046,0.00000048,0.23182994,5.10692692
3485,248046,248046,0.00000618,0.14222120,5.31304932
3486,248046,248046,0.00104030,0.16916422,3.38676167
3487,248046,248046,0.00010344,0.08460733,2.42531919
3488,248046,248046,0.00026575,0.08565344,5.87871218
3489,248046,248046,0.00000119,0.03420681,1.68591022
3490,248046,248046,0.00005869,0.26605430,3.03107643
3491,248046,248046,0.00002256,0.01262562,2.61615086
3492,248046,248046,0.19142897,0.73268176,7.25088596
3493,248046,248046,0.00060624,0.05925928,1.56755626
3494,248046,248046,0.00000327,0.04720618,1.40184784
3495,248046,248046,0.00001521,0.10362181,1.78565288
3496,248046,248046,0.00509893,0.28097638,1.56397223
3497,248046,248046,0.00000064,0.00393672,1.17595100
3498,248046,248046,0.00271105,0.16501706,4.36501646
3499,248046,248046,0.00121238,0.06381393,1.21394157
3500,248046,248046,0.00019726,0.02218654,2.30801392
3501,248046,248046,0.00011547,0.26656107,2.53539371
3502,248046,248046,0.00011009,0.09494155,1.33704066
3503,248046,248046,0.00003707,0.02799975,1.87523746
3504,248046,248046,0.00000885,0.00599555,1.53593278
3505,248046,248046,0.00000058,0.00162798,1.66086566
3506,248046,248046,0.00223251,0.12949025,1.91308641
3507,248046,248046,0.00030873,0.29928284,2.11702204
3508,248046,248046,0.00190747,0.31810981,6.28009319
3509,248046,248046,0.00027928,0.20145507,7.53662395
3510,248046,248046,0.00000268,0.01023193,1.19775558
3511,248046,248046,0.00035354,0.39969810,4.96610594
3512,248046,248046,0.00083324,0.07348405,3.82554531
3513,248046,248046,0.00000387,0.00261916,1.27958286
3514,248046,248046,0.00198245,0.23030670,5.58418751
3515,248046,248046,0.00008139,0.03803401,1.45366907
3516,248046,248046,0.00004455,0.06621646,1.21177006
3517,248046,248046,0.00064312,0.31987713,3.47311950
3518,248046,248046,0.00000407,0.03114427,0.66145468
3519,248046,248046,0.00000945,0.01605820,1.71336126
3520,248046,248046,0.00424640,0.20129868,1.02261567
3521,248046,248046,0.00039615,0.05815488,0.90592670
3522,248046,248046,0.00665735,0.17733668,1.00402355
3523,248046,248046,0.00000016,0.03240988,1.31515265
3524,248046,248046,0.00001595,0.08357841,1.25726795
3525,248046,248046,0.00023055,0.05561591,3.55469275
3526,248046,248046,0.00007134,0.05586446,6.31235600
3527,248046,248046,0.00018546,0.01664258,2.65209770
3528,248046,248046,0.00001630,0.11087985,2.91936040
3529,248046,248046,0.00000406,0.02594167,1.05005288
3530,248046,248046,0.00002589,0.17167937,2.53660297
3531,248046,248046,0.00018254,0.32046603,6.34652901
3532,248046,248046,0.00006500,0.45410013,5.08915043
3533,248046,248046,0.00024585,0.83617749,7.27720547
3534,248046,248046,0.00003563,0.07989427,2.38481426
3535,248046,248046,0.00000124,0.00665182,1.19502258
3536,248046,248046,0.00001515,0.01102341,3.31174397
3537,248046,248046,0.00015730,0.01932724,3.79201412
3538,248046,248046,0.00002597,0.04841660,4.16944790
3539,248046,248046,0.02712745,1.54238550,11.55260468
3540,248046,248046,0.00014478,0.00446070,3.22014427
3541,248046,248046,0.00049017,0.14585336,1.59157205
3542,248046,248046,0.00043913,0.34640175,1.88910961
3543,248046,248046,0.10344795,1.00080766,4.89717817
3544,248046,248046,0.00350122,0.68820841,4.76181602
3545,248046,248046,0.00135823,0.34961657,3.14961147
3546,248046,248046,0.00000666,0.02979152,1.12553382
3547,248046,248046,0.00001161,0.19355625,4.41378021
3548,248046,248046,0.00001451,0.03407601,6.75627565
3549,248046,248046,0.00002715,0.11608768,7.19838238
3550,248046,248046,0.00401369,0.17179933,1.06509221
3551,248046,248046,0.00009540,0.05886232,1.68800044
3552,248046,248046,0.00004767,0.10719548,3.28627634
3553,248046,248046,0.00000160,0.22111451,6.75564241
3554,248046,248046,0.00031960,0.53799515,4.74537945
3555,248046,248046,0.00179668,0.26412228,2.17453885
3556,248046,248046,0.58780362,2.43411724,3.25793290
3557,248046,248046,0.03578781,0.45962197,6.92115307
3558,248046,248046,0.00069349,0.63907948,6.41057968
3559,248046,248046,0.04811848,1.50728364,8.41979980
3560,248046,248046,0.00000346,0.05768306,2.10218573
3561,248046,248046,0.00000738,0.03751517,3.77298880
3562,248046,248046,0.00000234,0.03839486,6.00095320
3563,248046,248046,0.00000189,0.04368595,2.55919909
3564,248046,248046,0.00000865,0.03025545,3.60442543
3565,248046,248046,0.00049590,0.22286225,7.54240799
3566,248046,248046,0.00005882,0.03407627,1.86455512
3567,248046,248046,0.00012932,0.10235959,1.50970936
3568,248046,248046,0.00001684,0.08408594,7.00288010
3569,248046,248046,0.00000294,0.30425018,5.52578068
3570,248046,248046,0.00031459,0.84299064,7.19838428
3571,248046,248046,0.00001298,0.11016752,3.26120138
3572,248046,248046,0.00002171,0.05260651,1.44599414
3573,248046,248046,0.00002983,0.07598802,5.87437153
3574,248046,248046,0.00000021,0.06690775,1.48885036
3575,248046,248046,0.00029623,0.33678656,9.14950180
3576,248046,248046,0.00000452,0.18469721,3.65552878
3577,248046,248046,0.00008737,0.02125233,1.21746135
3578,248046,248046,0.00005052,0.06028097,7.64523840
3579,248046,248046,0.00000176,0.01444388,4.88316011
3580,248046,248046,0.00000850,0.11876122,2.29552269
3581,248046,248046,0.00004593,0.03198283,3.19474745
3582,248046,248046,0.00000254,0.02129628,2.08966494
3583,248046,248046,0.00076377,0.16453116,1.50284553
3584,248046,248046,0.00014641,0.18442281,8.84154701
3585,248046,248046,0.00000776,0.08552227,2.62572503
3586,248046,248046,0.00000195,0.08815631,2.53780270
3587,248046,248046,0.00003621,0.27584327,2.61958122
3588,248046,248046,0.00000027,0.01303732,2.13488722
3589,248046,248046,0.06955082,1.02016655,5.13737297
3590,248046,248046,0.00018137,0.06529090,1.56983805
3591,248046,248046,0.00002033,0.02993134,1.45891905
3592,248046,248046,0.00810056,0.48760190,6.52486706
3593,248046,248046,0.00000522,0.07164019,1.80416298
3594,248046,248046,0.00036742,0.13671047,1.59226298
3595,248046,248046,0.00000920,0.13465920,2.45090437
3596,248046,248046,0.00431934,0.19601345,3.52000737
3597,248046,248046,0.01117160,0.32916471,1.51415706
3598,248046,248046,0.00209746,0.43279431,9.15572071
3599,248046,248046,0.00000104,0.04224995,2.94540262
3600,248046,248046,0.00266426,0.28397279,1.60509586
3601,248046,248046,0.00001009,0.06071607,1.17651081
3602,248046,248046,0.00001808,0.07842218,2.06053662
3603,248046,248046,0.00128317,0.10484202,1.33320236
3604,248046,248046,0.00021971,0.07768863,1.50437689
3605,248046,248046,0.00002636,0.12486771,3.02443457
3606,248046,248046,0.00001689,0.11534316,1.86011720
3607,248046,248046,0.00000795,0.04114668,2.13062334
3608,248046,248046,0.00000753,0.09420453,3.43669796
3609,248046,248046,0.00072066,0.22851273,1.80675542
3610,248046,248046,0.00022559,0.10808638,3.73095608
3611,248046,248046,0.00000074,0.00103330,3.10072255
3612,248046,248046,0.00000802,0.07662696,2.08826017
3613,248046,248046,0.00002187,0.14725957,1.96227217
3614,248046,248046,0.00001739,0.15511374,1.45042610
3615,248046,248046,0.00001561,0.08396198,1.57969594
3616,248046,248046,0.00691308,0.48705270,3.52752161
3617,248046,248046,0.00028036,0.06851949,1.07361865
3618,248046,248046,0.00256729,0.19600400,5.63865566
3619,248046,248046,0.00012026,0.18025154,2.26589561
3620,248046,248046,0.00000341,0.09381839,1.44780922
3621,248046,248046,0.00003741,0.06288934,1.84915495
3622,248046,248046,0.00008386,0.06755815,2.12562346
3623,248046,248046,0.00285976,0.33516328,6.93130302
3624,248046,248046,0.00034263,0.09711698,1.56570530
3625,248046,248046,0.00018162,0.10672885,1.49924576
3626,248046,248046,0.00000898,0.11531629,1.50880849
3627,248046,248046,0.00001469,0.15017481,1.55971265
3628,248046,248046,0.00001887,0.05735301,1.63440311
3629,248046,248046,0.00000806,0.05210395,2.25305700
3630,248046,248046,0.00003760,0.58247755,6.39191246
3631,248046,248046,0.00004352,0.11603533,4.86188412
3632,248046,248046,0.00001546,0.07730508,2.36989212
3633,248046,248046,0.00000224,0.09143062,2.61862898
3634,248046,248046,0.00022192,0.42661924,5.85286427
3635,248046,248046,0.00033844,0.46773143,5.55928040
3636,248046,248046,0.00000822,0.36732303,9.40646553
3637,248046,248046,0.00003758,0.47024256,3.47949600
3638,248046,248046,0.00000003,0.07765400,1.55019736
3639,248046,248046,0.00013844,0.29788219,4.10021400
3640,248046,248046,0.00008168,0.28338062,4.52188683
3641,248046,248046,0.00001090,0.00942476,7.20390654
3642,248046,248046,0.00000255,0.17244625,2.18206215
3643,248046,248046,0.00000890,0.02720528,2.85190916
3644,248046,248046,0.00003319,0.15246326,2.78651619
3645,248046,248046,0.00000059,0.03530847,1.80132532
3646,248046,248046,0.00000104,0.07048385,1.93152571
3647,248046,248046,0.00003396,0.17816632,3.87855911
3648,248046,248046,0.00000978,0.36825210,5.97138596
3649,248046,248046,0.00000008,0.06838515,1.52977180
3650,248046,248046,0.00002848,0.14632530,2.58946037
3651,248046,248046,0.00000641,0.07831844,1.60873842
3652,248046,248046,0.00000852,0.02138947,6.81898499
3653,248046,248046,0.00002644,0.06410154,1.08441746
3654,248046,248046,0.00030248,0.43315689,6.90668678
3655,248046,248046,0.00001082,0.04011241,3.98347998
3656,248046,248046,0.00014563,0.02910690,2.56008196
3657,248046,248046,0.00000566,0.06448458,1.73071742
3658,248046,248046,0.00000747,0.07640741,1.85303593
3659,248046,248046,0.00075119,0.33807613,3.96188259
3660,248046,248046,0.00000501,0.03860990,1.45927668
3661,248046,248046,0.00022762,0.26924389,2.87743282
3662,248046,248046,0.00018506,0.18614128,1.99818206
3663,248046,248046,0.00075065,0.38479185,3.35774517
3664,248046,248046,0.00000000,0.01338678,2.09019852
3665,248046,248046,0.00000216,0.16151605,3.66354656
3666,248046,248046,0.00001484,0.24377768,4.75980282
3667,248046,248046,0.00001035,0.18287375,1.70678091
3668,248046,248046,0.00000214,0.19614535,3.87565804
3669,248046,248046,0.00002290,0.20058560,6.67108059
3670,248046,248046,0.00000322,0.07221065,1.64874506
3671,248046,248046,0.00022821,0.32124898,8.39766693
3672,248046,248046,0.00000122,0.19300247,2.87750721
3673,248046,248046,0.00003711,0.13672815,2.39250231
3674,248046,248046,0.00070671,0.21290996,1.52538514
3675,248046,248046,0.00001945,0.19384499,2.50875473
3676,248046,248046,0.00001009,0.11160099,3.20587587
3677,248046,248046,0.00000003,0.09826956,1.71697640
3678,248046,248046,0.00000892,0.09500339,1.67692852
3679,248046,248046,0.00002119,0.05792664,1.74625921
3680,248046,248046,0.00099033,0.17201584,1.67232919
3681,248046,248046,0.00017378,0.08986378,4.16904259
3682,248046,248046,0.00001149,0.08015032,4.73302746
3683,248046,248046,0.00000614,0.15706779,6.50942230
3684,248046,248046,0.00028480,0.52412379,10.53092766
3685,248046,248046,0.00000044,0.10040534,5.30116940
3686,248046,248046,0.00014643,0.26530331,2.11489296
3687,248046,248046,0.00000268,0.12666643,1.59662390
3688,248046,248046,0.00000868,0.08973294,2.16054535
3689,248046,248046,0.00000006,0.05705177,1.76923668
3690,248046,248046,0.00000137,0.11835797,3.52099371
